sk_time,sk_facility,sk_capacity_type,sk_geografia,capacity_amount,sk_capacity
2,8257,10,1968,1,23634
2,8258,10,1968,3,23635
2,8259,1,1968,1,23636
2,8259,10,1968,28,23637
2,8260,1,1968,1,23638
2,8260,10,1968,2,23639
2,8260,17,1968,2,23640
2,8261,10,1968,1,23641
2,8262,10,1968,9,23642
2,8263,10,1968,4,23643
2,8264,1,1968,1,23644
2,8264,10,1968,12,23645
2,8265,10,1968,3,23646
2,8266,10,1968,3,23647
2,8267,10,1968,7,23648
2,8267,22,1968,6,23649
2,8267,24,1968,23,23650
2,8267,34,1968,12,23651
2,8267,41,1968,6,23652
2,8267,54,1968,3,23653
2,8267,58,1968,3,23654
2,8268,1,1968,1,23655
2,8268,10,1968,9,23656
2,8268,18,1968,1,23657
2,8269,10,1968,6,23658
2,8270,10,1968,2,23659
2,8271,10,1968,5,23660
2,8272,1,1968,5,23661
2,8272,10,1968,10,23662
2,8272,17,1968,1,23663
2,8273,1,1968,4,23664
2,8273,10,1968,79,23665
2,8273,12,1968,1,23666
2,8273,17,1968,1,23667
2,8273,18,1968,1,23668
2,8274,10,1968,4,23669
2,8275,1,1968,1,23670
2,8275,10,1968,12,23671
2,8276,1,1968,2,23672
2,8276,10,1968,2,23673
2,8277,10,1968,1,23674
2,8278,10,1968,20,23675
2,8278,17,1968,2,23676
2,8279,1,1968,1,23677
2,8279,10,1968,12,23678
2,8280,10,1968,2,23679
2,8281,1,1968,1,23680
2,8281,10,1968,4,23681
2,8282,10,1968,4,23682
2,8283,10,1968,9,23683
2,8284,10,1968,16,23684
2,8285,10,1968,1,23685
2,8286,1,1968,2,23686
2,8286,10,1968,4,23687
2,8287,1,1968,1,23688
2,8287,10,1968,7,23689
2,8288,10,1968,2,23690
2,8289,1,1968,1,23691
2,8289,10,1968,1,23692
2,8290,10,1968,4,23693
2,8291,10,1968,5,23694
2,8292,10,1968,2,23695
2,8293,1,1968,1,23696
2,8294,10,1968,2,23697
2,8294,18,1968,1,23698
2,8295,10,1968,1,23699
2,8296,10,1968,38,23700
2,8297,10,1968,1,23701
2,8298,3,1968,1,23702
2,8298,4,1968,7,23703
2,8298,6,1968,2,23704
2,8298,7,1968,2,23705
2,8298,8,1968,2,23706
2,8298,9,1968,1,23707
2,8298,10,1968,2,23708
2,8299,1,1968,1,23709
2,8299,10,1968,2,23710
2,8300,18,1968,2,23711
2,8301,10,1968,9,23712
2,8302,10,1968,6,23713
2,8303,10,1968,10,23714
2,8304,1,1968,1,23715
2,8304,10,1968,2,23716
2,8305,10,1968,4,23717
2,8306,10,1968,2,23718
2,8307,18,1968,2,23719
2,8307,25,1968,2,23720
2,8308,10,1968,1,23721
2,8309,10,1968,4,23722
2,8310,10,1968,7,23723
2,8311,1,1968,1,23724
2,8312,10,1968,1,23725
2,8313,10,1968,4,23726
2,8314,10,1968,1,23727
2,8315,1,1968,1,23728
2,8315,10,1968,3,23729
2,8315,23,1968,34,23730
2,8316,1,1968,1,23731
2,8316,10,1968,8,23732
2,8316,12,1968,1,23733
2,8316,18,1968,5,23734
2,8316,40,1968,5,23735
2,8317,1,1968,1,23736
2,8317,10,1968,1,23737
2,8318,10,1968,1,23738
2,8319,1,1968,1,23739
2,8319,10,1968,9,23740
2,8320,16,1968,1,23741
2,8321,1,1968,3,23742
2,8321,10,1968,64,23743
2,8322,1,1968,1,23744
2,8323,1,1968,1,23745
2,8323,2,1968,20,23746
2,8323,3,1968,39,23747
2,8323,4,1968,222,23748
2,8323,6,1968,18,23749
2,8323,7,1968,21,23750
2,8323,8,1968,21,23751
2,8323,9,1968,7,23752
2,8323,10,1968,16,23753
2,8323,11,1968,1,23754
2,8323,17,1968,7,23755
2,8323,19,1968,16,23756
2,8323,23,1968,3,23757
2,8323,26,1968,10,23758
2,8323,27,1968,12,23759
2,8323,28,1968,45,23760
2,8323,29,1968,5,23761
2,8323,30,1968,14,23762
2,8323,37,1968,10,23763
2,8323,46,1968,2,23764
2,8323,47,1968,6,23765
2,8323,48,1968,8,23766
2,8324,10,1968,3,23767
2,8325,10,1968,4,23768
2,8326,1,1968,1,23769
2,8326,10,1968,1,23770
2,8327,10,1968,1,23771
2,8328,1,1968,1,23772
2,8328,10,1968,7,23773
2,8329,1,1968,1,23774
2,8329,10,1968,9,23775
2,8330,10,1968,4,23776
2,8331,1,1968,1,23777
2,8331,10,1968,1,23778
2,8332,18,1968,1,23779
2,8332,25,1968,1,23780
2,8333,1,1968,1,23781
2,8333,10,1968,5,23782
2,8333,18,1968,3,23783
2,8333,25,1968,2,23784
2,8334,1,1968,1,23785
2,8334,10,1968,51,23786
2,8335,1,1968,1,23787
2,8336,1,1968,1,23788
2,8336,10,1968,5,23789
2,8337,10,1968,3,23790
2,8338,1,1968,1,23791
2,8338,10,1968,4,23792
2,8339,1,1968,1,23793
2,8339,10,1968,10,23794
2,8340,1,1968,1,23795
2,8341,1,1968,1,23796
2,8341,10,1968,8,23797
2,8342,10,1968,1,23798
2,8343,1,1968,1,23799
2,8343,10,1968,2,23800
2,8344,1,1968,1,23801
2,8344,10,1968,4,23802
2,8345,1,1968,1,23803
2,8345,10,1968,2,23804
2,8345,23,1968,23,23805
2,8346,10,1968,2,23806
2,8347,10,1968,4,23807
2,8348,1,1968,1,23808
2,8349,10,1968,1,23809
2,8350,10,1968,5,23810
2,8351,1,1968,1,23811
2,8351,10,1968,1,23812
2,8352,10,1968,1,23813
2,8353,1,1968,2,23814
2,8353,10,1968,19,23815
2,8354,1,1968,1,23816
2,8354,10,1968,1,23817
2,8355,1,1968,1,23818
2,8355,10,1968,2,23819
2,8356,1,1968,1,23820
2,8356,10,1968,1,23821
2,8357,1,1968,1,23822
2,8357,10,1968,5,23823
2,8358,18,1968,2,23824
2,8359,10,1968,1,23825
2,8360,1,1968,1,23826
2,8360,18,1968,1,23827
2,8360,25,1968,1,23828
2,8361,2,1969,1,23829
2,8361,6,1969,1,23830
2,8361,7,1969,1,23831
2,8361,8,1969,1,23832
2,8361,9,1969,1,23833
2,8361,10,1969,4,23834
2,8361,11,1969,1,23835
2,8361,18,1969,1,23836
2,8362,10,1968,1,23837
2,8363,1,1968,1,23838
2,8363,10,1968,1,23839
2,8364,10,1968,3,23840
2,8365,1,1968,1,23841
2,8365,10,1968,1,23842
2,8366,1,1968,1,23843
2,8366,10,1968,4,23844
2,8366,22,1968,1,23845
2,8366,54,1968,1,23846
2,8367,19,1968,3,23847
2,8367,26,1968,2,23848
2,8367,27,1968,12,23849
2,8367,28,1968,30,23850
2,8367,47,1968,1,23851
2,8367,48,1968,5,23852
2,8368,10,1968,5,23853
2,8369,1,1968,1,23854
2,8369,10,1968,2,23855
2,8370,1,1968,1,23856
2,8370,10,1968,1,23857
2,8371,1,1968,1,23858
2,8372,10,1968,1,23859
2,8373,10,1968,1,23860
2,8374,10,1968,5,23861
2,8375,10,1968,1,23862
2,8376,1,1968,2,23863
2,8376,10,1968,2,23864
2,8377,10,1968,4,23865
2,8378,18,1968,3,23866
2,8379,10,1968,4,23867
2,8380,10,1968,1,23868
2,8381,10,1968,1,23869
2,8382,1,1968,1,23870
2,8382,10,1968,1,23871
2,8383,7,1970,1,23872
2,8383,8,1970,2,23873
2,8383,9,1970,1,23874
2,8383,10,1970,5,23875
2,8383,18,1970,1,23876
2,8384,2,1971,1,23877
2,8384,3,1971,1,23878
2,8384,4,1971,2,23879
2,8384,6,1971,1,23880
2,8384,7,1971,1,23881
2,8384,8,1971,1,23882
2,8384,9,1971,1,23883
2,8384,10,1971,5,23884
2,8384,11,1971,1,23885
2,8384,18,1971,1,23886
2,8385,2,1972,2,23887
2,8385,3,1972,2,23888
2,8385,4,1972,4,23889
2,8385,6,1972,1,23890
2,8385,7,1972,3,23891
2,8385,8,1972,3,23892
2,8385,9,1972,2,23893
2,8385,10,1972,10,23894
2,8385,11,1972,1,23895
2,8385,18,1972,2,23896
2,8386,3,1973,1,23897
2,8386,4,1973,1,23898
2,8386,6,1973,2,23899
2,8386,7,1973,1,23900
2,8386,8,1973,1,23901
2,8386,9,1973,1,23902
2,8386,10,1973,9,23903
2,8386,18,1973,4,23904
2,8387,2,1974,2,23905
2,8387,3,1974,3,23906
2,8387,4,1974,3,23907
2,8387,6,1974,3,23908
2,8387,7,1974,2,23909
2,8387,8,1974,2,23910
2,8387,9,1974,2,23911
2,8387,10,1974,14,23912
2,8387,11,1974,1,23913
2,8387,12,1974,1,23914
2,8387,18,1974,4,23915
2,8388,18,1974,1,23916
2,8388,25,1974,1,23917
2,8389,1,1975,1,23918
2,8389,3,1975,2,23919
2,8389,4,1975,4,23920
2,8389,5,1975,2,23921
2,8389,6,1975,1,23922
2,8389,7,1975,1,23923
2,8389,8,1975,1,23924
2,8389,9,1975,1,23925
2,8389,10,1975,3,23926
2,8389,11,1975,1,23927
2,8390,6,1976,2,23928
2,8390,7,1976,3,23929
2,8390,8,1976,3,23930
2,8390,9,1976,1,23931
2,8390,10,1976,5,23932
2,8390,18,1976,1,23933
2,8391,7,1977,2,23934
2,8391,8,1977,2,23935
2,8391,9,1977,1,23936
2,8391,10,1977,4,23937
2,8391,18,1977,2,23938
2,8392,7,1978,1,23939
2,8392,8,1978,1,23940
2,8392,9,1978,1,23941
2,8392,10,1978,8,23942
2,8392,18,1978,2,23943
2,8393,6,1979,2,23944
2,8393,7,1979,2,23945
2,8393,8,1979,2,23946
2,8393,9,1979,1,23947
2,8393,10,1979,5,23948
2,8393,18,1979,2,23949
2,8394,2,1980,1,23950
2,8394,7,1980,1,23951
2,8394,8,1980,1,23952
2,8394,9,1980,1,23953
2,8394,10,1980,4,23954
2,8394,11,1980,1,23955
2,8394,18,1980,1,23956
2,8395,12,1981,1,23957
2,8396,1,1981,2,23958
2,8396,2,1981,2,23959
2,8396,3,1981,6,23960
2,8396,4,1981,8,23961
2,8396,6,1981,3,23962
2,8396,7,1981,6,23963
2,8396,8,1981,6,23964
2,8396,9,1981,3,23965
2,8396,10,1981,30,23966
2,8396,11,1981,1,23967
2,8396,12,1981,1,23968
2,8396,18,1981,3,23969
2,8397,1,1981,1,23970
2,8397,2,1981,8,23971
2,8397,3,1981,4,23972
2,8397,4,1981,19,23973
2,8397,6,1981,1,23974
2,8397,7,1981,2,23975
2,8397,8,1981,2,23976
2,8397,9,1981,2,23977
2,8397,10,1981,8,23978
2,8397,11,1981,1,23979
2,8397,17,1981,2,23980
2,8397,18,1981,1,23981
2,8397,25,1981,1,23982
2,8398,10,1981,1,23983
2,8399,2,1982,1,23984
2,8399,6,1982,1,23985
2,8399,7,1982,1,23986
2,8399,8,1982,1,23987
2,8399,9,1982,1,23988
2,8399,10,1982,3,23989
2,8399,11,1982,1,23990
2,8399,18,1982,1,23991
2,8400,7,1983,1,23992
2,8400,8,1983,1,23993
2,8400,9,1983,1,23994
2,8400,10,1983,4,23995
2,8400,18,1983,1,23996
2,8401,1,1984,1,23997
2,8401,10,1984,4,23998
2,8401,23,1984,11,23999
2,8402,10,1984,1,24000
2,8403,10,1984,8,24001
2,8404,10,1984,5,24002
2,8405,10,1984,2,24003
2,8406,10,1984,1,24004
2,8407,10,1984,10,24005
2,8408,1,1984,1,24006
2,8408,10,1984,2,24007
2,8409,10,1984,7,24008
2,8410,1,1984,1,24009
2,8410,2,1984,20,24010
2,8410,3,1984,22,24011
2,8410,4,1984,65,24012
2,8410,6,1984,9,24013
2,8410,7,1984,22,24014
2,8410,8,1984,23,24015
2,8410,9,1984,4,24016
2,8410,10,1984,82,24017
2,8410,11,1984,2,24018
2,8410,12,1984,1,24019
2,8410,17,1984,5,24020
2,8410,18,1984,4,24021
2,8410,24,1984,16,24022
2,8410,25,1984,4,24023
2,8411,2,1984,9,24024
2,8411,3,1984,2,24025
2,8411,4,1984,9,24026
2,8411,6,1984,2,24027
2,8411,7,1984,4,24028
2,8411,8,1984,4,24029
2,8411,9,1984,2,24030
2,8411,10,1984,5,24031
2,8411,11,1984,1,24032
2,8411,17,1984,2,24033
2,8412,10,1984,6,24034
2,8413,1,1984,1,24035
2,8413,10,1984,1,24036
2,8414,1,1984,1,24037
2,8414,10,1984,8,24038
2,8415,1,1984,1,24039
2,8415,10,1984,5,24040
2,8416,1,1984,1,24041
2,8416,10,1984,7,24042
2,8417,1,1984,1,24043
2,8417,10,1984,5,24044
2,8418,10,1984,4,24045
2,8419,10,1984,6,24046
2,8420,10,1984,5,24047
2,8421,10,1984,6,24048
2,8422,10,1984,1,24049
2,8423,19,1984,4,24050
2,8423,26,1984,5,24051
2,8423,27,1984,5,24052
2,8423,28,1984,6,24053
2,8423,29,1984,2,24054
2,8423,47,1984,2,24055
2,8423,48,1984,2,24056
2,8424,10,1984,2,24057
2,8424,20,1984,20,24058
2,8424,22,1984,1,24059
2,8424,24,1984,20,24060
2,8424,33,1984,20,24061
2,8424,34,1984,1,24062
2,8424,54,1984,2,24063
2,8424,58,1984,1,24064
2,8425,10,1984,7,24065
2,8426,10,1984,1,24066
2,8427,10,1984,8,24067
2,8428,10,1984,2,24068
2,8429,10,1984,3,24069
2,8429,24,1984,15,24070
2,8429,33,1984,20,24071
2,8429,54,1984,20,24072
2,8429,58,1984,15,24073
2,8430,10,1984,1,24074
2,8431,18,1984,1,24075
2,8431,25,1984,1,24076
2,8432,10,1984,1,24077
2,8433,1,1984,1,24078
2,8433,10,1984,2,24079
2,8433,20,1984,15,24080
2,8433,24,1984,30,24081
2,8433,33,1984,15,24082
2,8434,1,1984,1,24083
2,8434,10,1984,2,24084
2,8435,10,1984,1,24085
2,8436,1,1984,1,24086
2,8436,3,1984,3,24087
2,8436,4,1984,22,24088
2,8436,6,1984,1,24089
2,8436,7,1984,1,24090
2,8436,8,1984,1,24091
2,8436,9,1984,1,24092
2,8436,10,1984,4,24093
2,8436,11,1984,1,24094
2,8436,17,1984,1,24095
2,8437,10,1984,1,24096
2,8437,20,1984,26,24097
2,8437,21,1984,4,24098
2,8437,24,1984,26,24099
2,8438,1,1985,1,24100
2,8438,10,1985,11,24101
2,8439,10,1985,2,24102
2,8440,10,1985,8,24103
2,8441,10,1985,1,24104
2,8442,10,1985,1,24105
2,8443,1,1985,1,24106
2,8443,10,1985,13,24107
2,8444,1,1985,1,24108
2,8444,10,1985,2,24109
2,8445,10,1985,1,24110
2,8446,10,1985,4,24111
2,8447,19,1985,4,24112
2,8447,28,1985,8,24113
2,8448,1,1985,1,24114
2,8448,2,1985,10,24115
2,8448,3,1985,10,24116
2,8448,4,1985,30,24117
2,8448,6,1985,3,24118
2,8448,7,1985,6,24119
2,8448,8,1985,6,24120
2,8448,9,1985,3,24121
2,8448,10,1985,24,24122
2,8448,11,1985,2,24123
2,8448,12,1985,1,24124
2,8448,17,1985,1,24125
2,8448,18,1985,5,24126
2,8448,25,1985,1,24127
2,8449,1,1985,2,24128
2,8449,10,1985,15,24129
2,8450,1,1985,1,24130
2,8450,10,1985,5,24131
2,8450,18,1985,1,24132
2,8451,10,1985,1,24133
2,8452,1,1985,1,24134
2,8452,10,1985,1,24135
2,8452,17,1985,1,24136
2,8453,10,1985,5,24137
2,8454,1,1985,1,24138
2,8454,10,1985,3,24139
2,8455,1,1986,1,24140
2,8455,10,1986,5,24141
2,8456,6,1987,2,24142
2,8456,7,1987,1,24143
2,8456,8,1987,1,24144
2,8456,9,1987,1,24145
2,8456,10,1987,4,24146
2,8456,18,1987,1,24147
2,8457,10,1988,1,24148
2,8458,2,1988,1,24149
2,8458,6,1988,2,24150
2,8458,7,1988,1,24151
2,8458,8,1988,2,24152
2,8458,9,1988,1,24153
2,8458,10,1988,5,24154
2,8458,11,1988,1,24155
2,8458,12,1988,1,24156
2,8458,18,1988,2,24157
2,8459,2,1989,1,24158
2,8459,3,1989,2,24159
2,8459,4,1989,4,24160
2,8459,6,1989,1,24161
2,8459,7,1989,1,24162
2,8459,8,1989,1,24163
2,8459,9,1989,2,24164
2,8459,10,1989,3,24165
2,8459,11,1989,1,24166
2,8459,12,1989,1,24167
2,8459,18,1989,3,24168
2,8460,6,1990,1,24169
2,8460,7,1990,3,24170
2,8460,8,1990,3,24171
2,8460,9,1990,1,24172
2,8460,10,1990,5,24173
2,8460,18,1990,1,24174
2,8461,2,1991,1,24175
2,8461,6,1991,1,24176
2,8461,7,1991,1,24177
2,8461,8,1991,1,24178
2,8461,9,1991,1,24179
2,8461,10,1991,5,24180
2,8461,11,1991,1,24181
2,8461,12,1991,1,24182
2,8461,18,1991,3,24183
2,8462,1,1992,1,24184
2,8462,2,1992,1,24185
2,8462,6,1992,1,24186
2,8462,7,1992,1,24187
2,8462,8,1992,1,24188
2,8462,9,1992,1,24189
2,8462,10,1992,3,24190
2,8462,11,1992,1,24191
2,8462,12,1992,1,24192
2,8462,18,1992,1,24193
2,8463,10,1993,1,24194
2,8464,2,1993,2,24195
2,8464,3,1993,4,24196
2,8464,4,1993,6,24197
2,8464,6,1993,1,24198
2,8464,7,1993,2,24199
2,8464,8,1993,1,24200
2,8464,9,1993,1,24201
2,8464,10,1993,11,24202
2,8464,11,1993,1,24203
2,8464,18,1993,7,24204
2,8465,7,1994,1,24205
2,8465,8,1994,1,24206
2,8465,9,1994,1,24207
2,8465,10,1994,4,24208
2,8465,18,1994,1,24209
2,8466,2,1995,1,24210
2,8466,6,1995,1,24211
2,8466,7,1995,1,24212
2,8466,8,1995,1,24213
2,8466,9,1995,1,24214
2,8466,10,1995,4,24215
2,8466,11,1995,1,24216
2,8466,18,1995,2,24217
2,8467,6,1995,1,24218
2,8467,7,1995,2,24219
2,8467,8,1995,2,24220
2,8467,9,1995,1,24221
2,8467,10,1995,5,24222
2,8467,18,1995,1,24223
2,8468,10,1995,2,24224
2,8469,1,1986,1,24225
2,8469,10,1986,7,24226
2,8470,2,1986,2,24227
2,8470,3,1986,6,24228
2,8470,4,1986,11,24229
2,8470,6,1986,6,24230
2,8470,7,1986,7,24231
2,8470,8,1986,7,24232
2,8470,9,1986,3,24233
2,8470,10,1986,16,24234
2,8470,11,1986,1,24235
2,8470,12,1986,1,24236
2,8470,18,1986,12,24237
2,8470,25,1986,2,24238
2,8471,10,1986,8,24239
2,8472,10,1986,5,24240
2,8473,2,1996,4,24241
2,8473,3,1996,2,24242
2,8473,4,1996,2,24243
2,8473,6,1996,2,24244
2,8473,7,1996,4,24245
2,8473,8,1996,4,24246
2,8473,9,1996,3,24247
2,8473,10,1996,17,24248
2,8473,11,1996,3,24249
2,8473,12,1996,1,24250
2,8473,18,1996,5,24251
2,8474,10,1996,2,24252
2,8475,10,1996,1,24253
2,8476,2,1997,1,24254
2,8476,6,1997,1,24255
2,8476,7,1997,1,24256
2,8476,8,1997,1,24257
2,8476,9,1997,1,24258
2,8476,10,1997,3,24259
2,8476,11,1997,1,24260
2,8476,12,1997,1,24261
2,8476,18,1997,1,24262
2,8477,10,1998,3,24263
2,8478,10,1998,2,24264
2,8479,10,1998,7,24265
2,8480,10,1998,4,24266
2,8481,10,1998,1,24267
2,8482,1,1998,1,24268
2,8482,10,1998,1,24269
2,8483,1,1998,1,24270
2,8483,2,1998,2,24271
2,8483,3,1998,3,24272
2,8483,4,1998,5,24273
2,8483,6,1998,2,24274
2,8483,7,1998,2,24275
2,8483,8,1998,1,24276
2,8483,9,1998,4,24277
2,8483,10,1998,29,24278
2,8483,11,1998,1,24279
2,8483,12,1998,1,24280
2,8483,18,1998,3,24281
2,8484,1,1998,1,24282
2,8484,10,1998,7,24283
2,8485,10,1998,1,24284
2,8486,1,1999,1,24285
2,8486,2,1999,1,24286
2,8486,3,1999,5,24287
2,8486,4,1999,20,24288
2,8486,6,1999,1,24289
2,8486,7,1999,4,24290
2,8486,8,1999,3,24291
2,8486,9,1999,3,24292
2,8486,10,1999,7,24293
2,8486,11,1999,1,24294
2,8486,12,1999,3,24295
2,8486,16,1999,1,24296
2,8486,17,1999,1,24297
2,8486,18,1999,2,24298
2,8486,24,1999,60,24299
2,8486,25,1999,3,24300
2,8486,33,1999,4,24301
2,8486,36,1999,4,24302
2,8486,54,1999,8,24303
2,8487,10,1999,1,24304
2,8488,10,1999,1,24305
2,8489,2,2000,4,24306
2,8489,3,2000,8,24307
2,8489,4,2000,12,24308
2,8489,6,2000,2,24309
2,8489,7,2000,3,24310
2,8489,8,2000,3,24311
2,8489,9,2000,1,24312
2,8489,10,2000,8,24313
2,8489,11,2000,1,24314
2,8489,17,2000,1,24315
2,8489,18,2000,4,24316
2,8490,10,2001,5,24317
2,8491,1,2001,4,24318
2,8491,2,2001,2,24319
2,8491,3,2001,19,24320
2,8491,4,2001,54,24321
2,8491,6,2001,10,24322
2,8491,7,2001,16,24323
2,8491,8,2001,21,24324
2,8491,9,2001,6,24325
2,8491,10,2001,23,24326
2,8491,11,2001,1,24327
2,8491,12,2001,2,24328
2,8491,17,2001,2,24329
2,8491,18,2001,1,24330
2,8491,25,2001,5,24331
2,8491,40,2001,5,24332
2,8492,10,2001,1,24333
2,8493,1,2001,1,24334
2,8493,4,2001,12,24335
2,8493,10,2001,7,24336
2,8493,17,2001,1,24337
2,8494,10,2001,6,24338
2,8495,10,2001,1,24339
2,8496,1,2001,2,24340
2,8496,10,2001,5,24341
2,8496,17,2001,1,24342
2,8496,18,2001,4,24343
2,8496,25,2001,5,24344
2,8497,10,2001,1,24345
2,8498,1,2001,1,24346
2,8498,10,2001,9,24347
2,8499,1,2001,1,24348
2,8499,10,2001,1,24349
2,8500,10,2001,1,24350
2,8501,10,2001,2,24351
2,8501,18,2001,2,24352
2,8501,25,2001,6,24353
2,8502,10,2001,13,24354
2,8503,18,2001,1,24355
2,8503,25,2001,1,24356
2,8504,26,2001,5,24357
2,8504,27,2001,5,24358
2,8504,29,2001,5,24359
2,8505,10,2001,3,24360
2,8506,10,2001,5,24361
2,8506,18,2001,1,24362
2,8506,25,2001,1,24363
2,8507,10,2001,1,24364
2,8508,10,2001,1,24365
2,8509,10,2001,1,24366
2,8510,10,2001,2,24367
2,8511,10,2001,2,24368
2,8512,10,2001,3,24369
2,8513,1,2001,1,24370
2,8513,10,2001,2,24371
2,8514,1,2001,3,24372
2,8514,10,2001,2,24373
2,8515,1,2002,1,24374
2,8515,10,2002,2,24375
2,8516,1,2002,1,24376
2,8516,10,2002,6,24377
2,8517,1,2002,1,24378
2,8517,2,2002,2,24379
2,8517,3,2002,5,24380
2,8517,4,2002,13,24381
2,8517,6,2002,3,24382
2,8517,7,2002,8,24383
2,8517,8,2002,8,24384
2,8517,9,2002,2,24385
2,8517,10,2002,17,24386
2,8517,11,2002,1,24387
2,8517,12,2002,1,24388
2,8517,18,2002,2,24389
2,8518,10,2002,10,24390
2,8519,1,2002,1,24391
2,8519,10,2002,6,24392
2,8520,1,2002,1,24393
2,8520,10,2002,5,24394
2,8521,1,2002,1,24395
2,8521,10,2002,2,24396
2,8522,10,2002,4,24397
2,8523,1,2002,1,24398
2,8523,10,2002,4,24399
2,8524,10,2003,3,24400
2,8525,10,2003,1,24401
2,8526,1,2003,1,24402
2,8526,10,2003,10,24403
2,8527,1,2003,4,24404
2,8527,3,2003,13,24405
2,8527,4,2003,41,24406
2,8527,6,2003,7,24407
2,8527,7,2003,10,24408
2,8527,8,2003,14,24409
2,8527,9,2003,3,24410
2,8527,10,2003,33,24411
2,8527,11,2003,1,24412
2,8527,14,2003,6,24413
2,8527,17,2003,2,24414
2,8527,18,2003,5,24415
2,8527,25,2003,2,24416
2,8528,1,2003,1,24417
2,8528,10,2003,10,24418
2,8528,24,2003,60,24419
2,8528,25,2003,1,24420
2,8528,41,2003,14,24421
2,8528,58,2003,15,24422
2,8529,1,2003,1,24423
2,8529,10,2003,1,24424
2,8530,10,2003,1,24425
2,8531,10,2003,7,24426
2,8531,12,2003,1,24427
2,8531,18,2003,1,24428
2,8531,25,2003,1,24429
2,8532,1,2003,1,24430
2,8532,10,2003,2,24431
2,8532,17,2003,1,24432
2,8533,1,2003,1,24433
2,8533,10,2003,2,24434
2,8534,1,2003,6,24435
2,8534,3,2003,11,24436
2,8534,4,2003,63,24437
2,8534,5,2003,9,24438
2,8534,6,2003,5,24439
2,8534,7,2003,11,24440
2,8534,8,2003,13,24441
2,8534,9,2003,3,24442
2,8534,10,2003,6,24443
2,8534,11,2003,1,24444
2,8534,17,2003,3,24445
2,8534,19,2003,3,24446
2,8534,26,2003,3,24447
2,8534,27,2003,13,24448
2,8534,28,2003,21,24449
2,8534,29,2003,2,24450
2,8534,37,2003,2,24451
2,8535,10,2004,5,24452
2,8536,10,2003,1,24453
2,8537,10,2003,1,24454
2,8538,18,2003,1,24455
2,8538,25,2003,1,24456
2,8539,10,2003,1,24457
2,8540,1,2003,1,24458
2,8540,10,2003,1,24459
2,8540,23,2003,15,24460
2,8541,10,2005,1,24461
2,8542,1,2005,2,24462
2,8542,2,2005,3,24463
2,8542,3,2005,3,24464
2,8542,4,2005,6,24465
2,8542,6,2005,3,24466
2,8542,7,2005,3,24467
2,8542,8,2005,4,24468
2,8542,9,2005,1,24469
2,8542,10,2005,2,24470
2,8542,11,2005,1,24471
2,8542,12,2005,1,24472
2,8542,18,2005,3,24473
2,8543,1,2006,1,24474
2,8543,3,2006,3,24475
2,8543,4,2006,7,24476
2,8543,6,2006,2,24477
2,8543,7,2006,2,24478
2,8543,8,2006,3,24479
2,8543,9,2006,1,24480
2,8543,10,2006,2,24481
2,8543,12,2006,1,24482
2,8543,18,2006,1,24483
2,8544,10,2006,2,24484
2,8545,10,2006,1,24485
2,8546,10,2007,1,24486
2,8547,10,2007,1,24487
2,8548,1,2008,3,24488
2,8549,2,2008,1,24489
2,8549,3,2008,2,24490
2,8549,4,2008,6,24491
2,8549,6,2008,3,24492
2,8549,7,2008,2,24493
2,8549,8,2008,2,24494
2,8549,9,2008,1,24495
2,8549,10,2008,5,24496
2,8549,11,2008,1,24497
2,8549,12,2008,1,24498
2,8549,18,2008,2,24499
2,8550,10,2008,2,24500
2,8551,10,2009,2,24501
2,8552,10,2009,2,24502
2,8553,10,2009,2,24503
2,8554,10,2004,2,24504
2,8555,10,2004,3,24505
2,8556,10,2004,1,24506
2,8557,10,2004,1,24507
2,8558,1,2004,1,24508
2,8558,10,2004,1,24509
2,8559,10,2004,1,24510
2,8560,10,2004,2,24511
2,8560,17,2004,1,24512
2,8561,4,2004,2,24513
2,8562,1,2004,1,24514
2,8562,10,2004,2,24515
2,8563,10,2010,1,24516
2,8564,10,2010,2,24517
2,8565,10,2010,1,24518
2,8566,10,2010,1,24519
2,8567,1,2010,1,24520
2,8567,2,2010,8,24521
2,8567,3,2010,15,24522
2,8567,4,2010,21,24523
2,8567,6,2010,5,24524
2,8567,7,2010,11,24525
2,8567,8,2010,11,24526
2,8567,9,2010,3,24527
2,8567,10,2010,8,24528
2,8567,11,2010,1,24529
2,8567,12,2010,2,24530
2,8567,17,2010,2,24531
2,8567,18,2010,2,24532
2,8567,25,2010,1,24533
2,8568,10,2010,1,24534
2,8568,18,2010,1,24535
2,8569,3,2010,2,24536
2,8569,4,2010,4,24537
2,8569,10,2010,2,24538
2,8570,10,2010,4,24539
2,8571,1,2011,2,24540
2,8571,2,2011,2,24541
2,8571,3,2011,3,24542
2,8571,4,2011,6,24543
2,8571,6,2011,1,24544
2,8571,7,2011,3,24545
2,8571,8,2011,3,24546
2,8571,9,2011,2,24547
2,8571,10,2011,11,24548
2,8571,11,2011,1,24549
2,8571,12,2011,1,24550
2,8571,18,2011,3,24551
2,8572,10,2011,5,24552
2,8573,1,2011,1,24553
2,8573,10,2011,11,24554
2,8573,18,2011,1,24555
2,8573,25,2011,1,24556
2,8573,40,2011,1,24557
2,8574,1,1303,3,24558
2,8574,10,1303,6,24559
2,8575,1,1303,1,24560
2,8575,4,1303,6,24561
2,8575,10,1303,2,24562
2,8575,17,1303,2,24563
